Person ID,CKW ID,Gender,District,Education Level,Active Date,CKW Status,CKW Type,Poverty Status,Previous Month's Performance: Start Date,Previous Month's Performance: Searches::Target,Previous Month's Performance: Searches::Total Valid,Previous Month's Performance: Searches::Invalid,Previous Month's Performance: Searches::New System (Updated Daily),Previous Month's Performance: Surveys::Target,Previous Month's Performance: Surveys::Total Valid,Previous Month's Performance: Surveys::Approved,Previous Month's Performance: Surveys::Rejected,Previous Month's Performance: Surveys::Pending,Previous Month's Performance: Surveys::Not Reviewed
Person-022118,CKW-11-001832,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,60,0,60,,1,1,0,0,0
Person-022121,CKW-11-001835,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,319,13,319,,1,1,0,0,0
Person-022104,CKW-11-001819,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,66,10,66,,1,1,0,0,0
Person-022112,CKW-11-001827,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,68,11,68,,1,1,0,0,0
Person-022108,CKW-11-001823,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,83,1,83,,1,1,0,0,0
Person-022122,CKW-11-001836,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,336,9,336,,2,1,0,0,1
Person-022115,CKW-11-001829,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,50,4,50,,0,0,0,0,0
Person-022113,CKW-11-003486,,Kasese,,5/13/11,Active,,Unknown,10/1/11,,227,23,227,,1,1,0,0,0
Person-022111,CKW-11-001826,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,101,1,101,,1,1,0,0,0
Person-022103,CKW-11-001818,Female,Kasese,,5/13/11,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-022101,CKW-11-001816,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,199,0,199,,0,0,0,0,0
Person-022099,CKW-11-001814,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-022105,CKW-11-001820,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,66,14,66,,2,2,0,0,0
Person-022117,CKW-11-001831,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,48,2,48,,0,0,0,0,0
Person-022110,CKW-11-001825,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,111,0,111,,5,0,0,0,5
Person-022107,CKW-11-001822,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,23,1,23,,1,1,0,0,0
Person-022120,CKW-11-001834,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,63,0,63,,1,0,0,0,1
Person-022109,CKW-11-001824,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,221,87,221,,0,0,0,0,0
Person-022116,CKW-11-001830,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,56,16,56,,6,1,0,0,5
Person-022106,CKW-11-001821,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,85,0,85,,1,1,0,0,0
Person-022098,CKW-11-001813,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,130,9,130,,1,1,0,0,0
Person-022100,CKW-11-001815,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,70,0,70,,0,0,0,0,0
Person-082925,CKW-11-016689,Male,Kasese,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-082917,CKW-11-016687,Male,Kasese,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-082910,CKW-11-016686,Male,Kasese,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-082909,CKW-11-016685,Male,Kasese,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-082867,CKW-11-016684,Female,Kasese,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-082866,CKW-11-016683,Female,Kasese,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-082855,CKW-11-016682,Female,Kasese,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-082922,CKW-11-016688,Female,Kasese,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-022015,CKW-11-001797,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,199,27,199,,9,1,0,0,8
Person-021999,CKW-11-001791,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,23,124,23,,0,0,0,0,0
Person-022000,CKW-11-003880,Female,Kasese,,,,,Unknown,10/1/11,,113,42,113,,0,0,0,0,0
Person-022021,CKW-11-001803,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,58,12,58,,8,1,0,0,7
Person-022023,CKW-11-001805,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,39,88,39,,8,1,0,0,7
Person-022020,CKW-11-001802,,Kasese,,5/13/11,Active,,Unknown,10/1/11,,66,0,66,,9,1,0,0,8
Person-022019,CKW-11-001801,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,56,4,56,,4,1,0,0,3
Person-024754,CKW-11-002914,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,71,25,71,,6,1,0,0,5
Person-024742,CKW-11-002911,Male,Kasese,,7/25/11,Active,,Unknown,10/1/11,,42,2,42,,4,0,0,0,4
Person-041242,CKW-11-007507,Female,Kasese,,7/25/11,Active,,Unknown,10/1/11,,192,3,192,,0,0,0,0,0
Person-025002,CKW-11-003034,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,66,6,66,,4,1,0,0,3
Person-025118,CKW-11-003084,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,55,0,55,,6,1,0,0,5
Person-025115,CKW-11-003082,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,98,5,98,,4,1,0,0,3
Person-024772,CKW-11-003485,Female,Kasese,,,Active,,Unknown,10/1/11,,0,8,0,,0,0,0,0,0
Person-025104,CKW-11-003075,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,0,0,0,,8,1,0,0,7
Person-024966,CKW-11-003015,Female,Kasese,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-025099,CKW-11-003072,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,79,37,79,,5,2,0,0,3
Person-024770,CKW-11-003488,Female,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025113,CKW-11-003080,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,111,0,111,,0,0,0,0,0
Person-024903,CKW-11-002997,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-024901,CKW-11-002980,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,2,2,2,,0,0,0,0,0
Person-025102,CKW-11-003073,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,54,8,54,,3,1,0,0,2
Person-024771,CKW-11-004398,Male,Kasese,,,,,Unknown,10/1/11,,19,24,19,,0,0,0,0,0
Person-024769,CKW-11-004396,Female,Kasese,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-025119,CKW-11-003085,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,9,2,9,,0,0,0,0,0
Person-024965,CKW-11-003014,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025088,CKW-11-003069,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,127,15,127,,4,1,0,0,3
Person-025114,CKW-11-003081,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,379,0,379,,4,1,0,0,3
Person-025111,CKW-11-003078,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,59,7,59,,3,1,0,0,2
Person-024997,CKW-11-003032,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,56,5,56,,3,1,0,0,2
Person-025090,CKW-11-003071,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,92,12,92,,7,1,0,0,6
Person-025103,CKW-11-003074,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,51,72,51,,2,0,0,0,2
Person-025087,CKW-11-003068,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,174,2,174,,3,1,0,0,2
Person-024773,CKW-11-003487,,Kasese,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-025089,CKW-11-003070,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,49,20,49,,4,1,0,0,3
Person-025108,CKW-11-003077,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,115,102,115,,5,1,0,0,4
Person-024998,CKW-11-003033,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,129,0,129,,3,1,0,0,2
Person-025141,CKW-11-003101,Male,Masindi,,,Dropped,,Unknown,10/1/11,,13,0,13,,0,,0,0,0
Person-025144,CKW-11-003104,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,58,0,58,,2,1,0,0,1
Person-030207,CKW-11-004393,Female,Masindi,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-030209,CKW-11-004394,Male,Masindi,,,Active,,Unknown,10/1/11,,0,0,0,,1,0,0,0,1
Person-028404,CKW-11-004211,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,63,0,63,,2,0,0,0,2
Person-028403,CKW-11-004210,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,10,21,10,,8,0,0,0,8
Person-028371,CKW-11-004203,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-028390,CKW-11-004206,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,60,4,60,,3,1,0,0,2
Person-028381,CKW-11-004204,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,50,19,50,,5,2,0,0,3
Person-028391,CKW-11-004207,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,4,30,4,,3,1,0,0,2
Person-028351,CKW-11-004202,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,65,12,65,,3,1,0,0,2
Person-028347,CKW-11-004201,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,187,0,187,,2,1,0,0,1
Person-028134,CKW-11-004124,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,56,3,56,,4,1,0,0,3
Person-028408,CKW-11-004212,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,106,2,106,,4,2,0,0,2
Person-028401,CKW-11-004208,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,50,0,50,,2,1,0,0,1
Person-027861,CKW-11-003982,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,49,0,49,,1,0,0,0,1
Person-028135,CKW-11-004125,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,20,45,20,,0,0,0,0,0
Person-028019,CKW-11-004064,Female,Masindi,,,,,Unknown,10/1/11,,0,4,0,,0,0,0,0,0
Person-027864,CKW-11-003983,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,59,0,59,,3,1,0,0,2
Person-027904,CKW-11-004005,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,61,16,61,,10,1,0,0,9
Person-027866,CKW-11-003985,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,145,9,145,,4,1,0,1,2
Person-028133,CKW-11-004123,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,51,50,51,,2,1,0,0,1
Person-027865,CKW-11-003984,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,54,26,54,,6,0,0,0,6
Person-027980,CKW-11-004063,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,21,40,21,,3,0,0,0,3
Person-028095,CKW-11-004103,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,78,0,78,,2,1,0,0,1
Person-027808,CKW-11-003958,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,61,0,61,,3,1,0,0,2
Person-028579,CKW-11-004231,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,47,2,47,,10,1,0,0,9
Person-028524,CKW-11-004216,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,88,128,88,,4,1,0,1,2
Person-028532,CKW-11-004220,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,104,12,104,,3,1,0,0,2
Person-028510,CKW-11-004213,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,32,2,32,,3,1,0,0,2
Person-028521,CKW-11-004215,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,50,3,50,,3,0,0,0,3
Person-028530,CKW-11-004219,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-028550,CKW-11-004222,,Masindi,,6/13/11,Active,,Unknown,10/1/11,,1,0,1,,0,0,0,0,0
Person-028516,CKW-11-004214,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,26,2,26,,0,0,0,0,0
Person-027860,CKW-11-003981,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,78,1,78,,4,1,0,0,3
Person-027807,CKW-11-008821,Male,Masindi,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-028541,CKW-11-004221,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,175,0,175,,3,1,0,0,2
Person-028655,CKW-11-004264,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,14,6,14,,3,0,0,0,3
Person-028526,CKW-11-004217,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,90,3,90,,3,1,0,0,2
Person-028529,CKW-11-004218,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,10,0,10,,0,0,0,0,0
Person-028651,CKW-11-004263,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,44,0,44,,4,1,0,0,3
Person-027744,CKW-11-003946,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,49,6,49,,3,1,0,0,2
Person-027730,CKW-11-003939,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,95,1,95,,4,1,0,0,3
Person-027755,CKW-11-003953,Female,Masindi,,6/13/11,Active,,Unknown,9/1/11,,126,115,126,,6,0,0,0,6
Person-027733,CKW-11-003941,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,116,5,116,,5,1,0,0,4
Person-027745,CKW-11-004223,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,60,11,60,,0,0,0,0,0
Person-027740,CKW-11-003942,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,68,12,68,,2,0,0,0,2
Person-027750,CKW-11-003949,,Masindi,,6/13/11,Active,,Unknown,10/1/11,,17,13,17,,3,1,0,0,2
Person-027762,CKW-11-003956,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,46,9,46,,1,0,0,0,1
Person-027753,CKW-11-003952,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,34,2,34,,3,1,0,0,2
Person-027752,CKW-11-003951,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,153,16,153,,2,0,0,0,2
Person-027746,CKW-11-003947,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,47,9,47,,3,1,0,0,2
Person-027749,CKW-11-003948,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,3,0,3,,0,0,0,0,0
Person-027742,CKW-11-003944,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,69,0,69,,3,1,0,0,2
Person-027760,CKW-11-003955,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,41,0,41,,1,0,0,0,1
Person-027743,CKW-11-003945,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,39,5,39,,1,1,0,0,0
Person-027732,CKW-11-003940,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,60,0,60,,2,1,0,0,1
Person-027759,CKW-11-003954,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,27,0,27,,1,0,0,0,1
Person-027751,CKW-11-003950,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,50,3,50,,3,1,0,0,2
Person-027741,CKW-11-003943,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,36,4,36,,6,0,0,1,5
Person-027728,CKW-11-003938,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,52,0,52,,3,1,0,0,2
Person-056486,CKW-11-011591,Male,Masindi,,,Active,,Unknown,10/1/11,,58,3,58,,3,1,0,0,2
Person-027809,CKW-11-003959,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,51,0,51,,3,1,0,0,2
Person-027806,CKW-11-003957,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,48,0,48,,3,1,0,0,2
Person-027848,CKW-11-003980,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-027812,CKW-11-003961,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,51,0,51,,2,1,0,0,1
Person-029635,CKW-11-004322,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,227,0,227,,5,1,0,0,4
Person-029809,CKW-11-004340,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,58,6,58,,3,1,0,0,2
Person-029873,CKW-11-004343,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,0,0,0,,2,0,0,0,2
Person-029702,CKW-11-004330,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,66,0,66,,3,1,0,0,2
Person-029819,CKW-11-004341,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,149,7,149,,4,1,0,0,3
Person-029820,CKW-11-004342,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,55,0,55,,2,1,0,0,1
Person-029663,CKW-11-004325,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,103,1,103,,3,1,0,0,2
Person-029662,CKW-11-004324,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,39,25,39,,3,1,0,0,2
Person-029695,CKW-11-004329,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,48,0,48,,4,1,0,0,3
Person-029715,CKW-11-004333,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,63,0,63,,3,1,0,0,2
Person-029690,CKW-11-004327,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,50,4,50,,2,1,0,0,1
Person-029705,CKW-11-004332,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,0,0,0,,1,0,0,0,1
Person-029740,CKW-11-004335,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,25,21,25,,3,2,0,0,1
Person-029757,CKW-11-004337,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,53,0,53,,1,1,0,0,0
Person-029762,CKW-11-004338,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,52,7,52,,2,1,0,0,1
Person-029747,CKW-11-004336,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,51,12,51,,5,1,0,0,4
Person-029694,CKW-11-004328,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,79,18,79,,3,1,0,0,2
Person-029704,CKW-11-004331,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,51,1,51,,0,0,0,0,0
Person-029658,CKW-11-004323,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,37,0,37,,3,1,0,0,2
Person-029902,CKW-11-004345,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,55,6,55,,3,1,0,0,2
Person-029982,CKW-11-004361,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,81,0,81,,11,1,0,0,10
Person-029938,CKW-11-004352,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,152,0,152,,3,1,0,0,2
Person-029998,CKW-11-004367,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,83,0,83,,2,1,0,0,1
Person-029903,CKW-11-004346,,Masindi,,7/1/11,Active,,Unknown,10/1/11,,47,1,47,,1,0,0,0,1
Person-029971,CKW-11-004357,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,61,2,61,,3,1,0,0,2
Person-029939,CKW-11-004353,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,125,0,125,,3,1,0,0,2
Person-029972,CKW-11-004358,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,35,0,35,,3,0,0,0,3
Person-029977,CKW-11-004360,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-029974,CKW-11-004359,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,52,7,52,,10,1,0,0,9
Person-029913,CKW-11-004349,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,54,5,54,,6,0,0,0,6
Person-029915,CKW-11-004350,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,54,9,54,,2,1,0,0,1
Person-029912,CKW-11-004348,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,59,0,59,,3,1,0,0,2
Person-029966,CKW-11-004356,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,62,4,62,,4,1,0,0,3
Person-029936,CKW-11-004351,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,60,5,60,,3,1,0,0,2
Person-029992,CKW-11-004365,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,123,14,123,,7,1,0,0,6
Person-029907,CKW-11-004347,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,80,18,80,,0,0,0,0,0
Person-030000,CKW-11-004368,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,551,36,551,,6,1,0,0,5
Person-029984,CKW-11-004362,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,8,22,8,,2,1,0,0,1
Person-029951,CKW-11-004354,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,53,0,53,,2,1,0,0,1
Person-029963,CKW-11-004355,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,27,18,27,,2,1,0,0,1
Person-030096,CKW-11-004380,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,51,0,51,,0,0,0,0,0
Person-030137,CKW-11-004391,Female,Masindi,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-030057,CKW-11-004375,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,218,17,218,,10,1,0,0,9
Person-030141,CKW-11-004392,Female,Masindi,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-030135,CKW-11-004390,Male,Masindi,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-030124,CKW-11-004387,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,50,37,50,,13,0,0,0,13
Person-030105,CKW-11-004383,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,144,0,144,,6,1,0,0,5
Person-030115,CKW-11-004385,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,85,0,85,,0,0,0,0,0
Person-030111,CKW-11-004384,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,69,0,69,,0,0,0,0,0
Person-030046,CKW-11-004370,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,74,0,74,,4,1,0,0,3
Person-030051,CKW-11-004373,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,0,0,0,,2,1,0,0,1
Person-028384,CKW-11-004205,Female,Masindi,,6/13/11,Active,,Unknown,10/1/11,,89,0,89,,4,1,0,0,3
Person-028402,CKW-11-004209,Male,Masindi,,6/13/11,Active,,Unknown,10/1/11,,82,2,82,,1,0,0,0,1
Person-030211,CKW-11-004395,Male,Masindi,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-030104,CKW-11-004382,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,21,0,21,,3,1,0,0,2
Person-030116,CKW-11-004386,Female,Masindi,,7/1/11,Active,,Unknown,10/1/11,,141,0,141,,31,0,0,0,31
Person-030097,CKW-11-004381,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,60,0,60,,4,1,0,0,3
Person-030125,CKW-11-004388,Male,Masindi,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-030062,CKW-11-004377,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,53,0,53,,3,1,0,0,2
Person-030054,CKW-11-004374,Male,Masindi,,7/1/11,Active,,Unknown,10/1/11,,151,12,151,,3,1,0,0,2
Person-073796,CKW-11-015855,Female,Kitgum,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-073789,CKW-11-015853,Male,Kitgum,,,In Training,,Unknown,10/1/11,,101,135,101,,8,0,0,0,8
Person-073795,CKW-11-015854,Female,Kitgum,,,In Training,,Unknown,10/1/11,,0,121,0,,13,0,0,0,13
Person-073797,CKW-11-015856,Female,Kitgum,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-073800,CKW-11-015857,Male,Kitgum,,,In Training,,Unknown,10/1/11,,30,85,30,,8,0,0,0,8
Person-073714,CKW-11-015827,Male,Kitgum,,,In Training,,Unknown,10/1/11,,36,138,36,,8,0,0,0,8
Person-073783,CKW-11-015852,Male,Kitgum,,,In Training,,Unknown,10/1/11,,14,38,14,,7,0,0,0,7
Person-073754,CKW-11-015844,Male,Kitgum,,,In Training,,Unknown,10/1/11,,202,103,202,,10,0,0,0,10
Person-073756,CKW-11-015845,Female,Kitgum,,,In Training,,Unknown,10/1/11,,82,80,82,,6,0,0,0,6
Person-073782,CKW-11-015851,Female,Kitgum,,,In Training,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-041277,CKW-11-007524,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,141,30,141,,2,0,0,0,2
Person-041294,CKW-11-007535,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,61,10,61,,0,0,0,0,0
Person-041303,CKW-11-007544,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,117,12,117,,0,0,0,0,0
Person-041288,CKW-11-007529,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,17,37,17,,0,0,0,0,0
Person-041250,CKW-11-007512,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,180,91,180,,0,0,0,0,0
Person-041293,CKW-11-007534,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,66,23,66,,0,0,0,0,0
Person-041257,CKW-11-007517,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,63,3,63,,0,0,0,0,0
Person-041289,CKW-11-007530,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,50,0,50,,3,0,0,0,3
Person-041202,CKW-11-007494,,Mukono,,7/25/11,Active,,Unknown,10/1/11,,138,3,138,,0,0,0,0,0
Person-041252,CKW-11-007514,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,74,0,74,,1,0,0,0,1
Person-041245,CKW-11-007510,Female,Mukono,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-041259,CKW-11-007519,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,63,60,63,,2,0,0,0,2
Person-041206,CKW-11-007497,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,58,58,58,,0,0,0,0,0
Person-041302,CKW-11-007543,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,66,0,66,,0,0,0,0,0
Person-041295,CKW-11-007536,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,14,0,14,,0,0,0,0,0
Person-041246,CKW-11-007511,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,75,5,75,,0,0,0,0,0
Person-041292,CKW-11-007533,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,124,1,124,,3,0,0,0,3
Person-041296,CKW-11-007537,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,46,2,46,,1,0,0,0,1
